Wall time,Step,Value
1757933225.776159,4,2.301077127456665
1757933225.9638157,14,2.310633659362793
1757933225.982182,15,2.301361322402954
1757933226.038342,18,2.3048505783081055
1757933226.0586905,19,2.3026483058929443
1757933226.1201,22,2.300363302230835
1757933226.1919873,26,2.298624038696289
1757933226.2191424,27,2.302339553833008
1757933226.4857824,40,2.2998263835906982
1757933226.6300771,47,2.2989418506622314
1757933226.643154,48,2.290998935699463
1757933226.6645215,49,2.2913858890533447
1757933226.758465,54,2.2839388847351074
1757933226.920418,62,2.2735610008239746
1757933226.9459965,63,2.2837207317352295
1757933226.9898167,66,2.2528538703918457
1757933227.009089,67,2.2285146713256836
1757933227.0518768,70,2.191112995147705
1757933227.070422,71,2.2342724800109863
1757933227.161958,77,2.2699031829833984
1757933227.2429132,82,2.176661491394043
1757933227.3947182,89,2.0891072750091553
1757933227.5853174,99,2.0144455432891846
1757933227.661213,103,2.0788753032684326
1757933227.70985,106,2.057130813598633
1757933227.7355368,107,2.1334404945373535
1757933227.8887541,116,2.0199241638183594
1757933227.9896834,121,1.8704053163528442
1757933228.0641778,125,1.9037398099899292
1757933228.0828683,126,1.8737167119979858
1757933228.1234357,128,1.9362297058105469
1757933228.156628,130,1.8085582256317139
1757933228.2714183,136,2.0232927799224854
1757933228.288661,137,1.929401159286499
1757933228.396497,144,1.7750369310379028
1757933228.4288838,146,1.8184372186660767
1757933228.4432073,147,1.877830982208252
1757933228.5023148,150,1.7865413427352905
1757933228.6282597,157,1.820045828819275
1757933228.6841223,160,1.80332612991333
1757933228.7230017,162,1.8794392347335815
1757933228.7599761,164,1.799994945526123
1757933228.876237,171,1.8024215698242188
1757933228.9023862,172,1.9986398220062256
1757933228.9880834,177,1.8121602535247803
1757933229.142757,184,1.8592052459716797
1757933229.1516669,185,1.8565211296081543
1757933229.1802678,186,1.7979686260223389
1757933229.2527406,190,1.6871219873428345
1757933229.2629514,191,1.8582571744918823
1757933229.2833524,192,1.7380913496017456
1757933229.4109795,199,1.7701588869094849
1757933229.474717,202,1.757654070854187
1757933229.4816077,203,1.6316574811935425
1757933229.5135043,204,1.8009806871414185
