Wall time,Step,Value
1757933091.7312036,4,2.300494909286499
1757933091.9004486,14,2.29854154586792
1757933091.9234102,15,2.2997095584869385
1757933091.9708679,18,2.2909228801727295
1757933092.0084498,19,2.3030447959899902
1757933092.0601895,22,2.2971417903900146
1757933092.1332679,26,2.294894218444824
1757933092.1611483,27,2.2972512245178223
1757933092.3624148,40,2.2320120334625244
1757933092.4767675,47,2.20957612991333
1757933092.491856,48,2.1860954761505127
1757933092.5079222,49,2.1795384883880615
1757933092.5835974,54,2.2257275581359863
1757933092.7185643,62,2.132338285446167
1757933092.742857,63,2.0803709030151367
1757933092.7926207,66,2.1298446655273438
1757933092.8144212,67,2.1605405807495117
1757933092.8677654,70,2.174227237701416
1757933092.8851151,71,2.0899832248687744
1757933092.9967723,77,2.0363476276397705
1757933093.0896637,82,2.0327565670013428
1757933093.2480853,89,2.018270492553711
1757933093.4206872,99,1.952337622642517
1757933093.4905188,103,1.989989995956421
1757933093.545079,106,1.925168752670288
1757933093.570245,107,1.8291175365447998
1757933093.7535179,116,1.9235130548477173
1757933093.8569398,121,1.8050633668899536
1757933093.9172218,125,2.003749370574951
1757933093.9328084,126,1.777179479598999
1757933093.9690187,128,1.7465981245040894
1757933094.0098546,130,1.7402054071426392
1757933094.1099274,136,1.8749809265136719
1757933094.1374102,137,1.7570390701293945
1757933094.267144,144,1.783227801322937
1757933094.309837,146,1.8055095672607422
1757933094.3367796,147,1.793175220489502
1757933094.3879695,150,1.6786948442459106
1757933094.5245223,157,1.684025526046753
1757933094.5691328,160,1.7091469764709473
1757933094.606529,162,1.7082741260528564
1757933094.6448004,164,1.7051516771316528
1757933094.7769904,171,1.6305266618728638
1757933094.7888856,172,1.6616393327713013
1757933094.8863194,177,1.6727800369262695
1757933095.03079,184,1.7309112548828125
1757933095.0654244,185,1.6131197214126587
1757933095.0746295,186,1.64570951461792
1757933095.1557102,190,1.6729785203933716
1757933095.1837263,191,1.6113648414611816
1757933095.197666,192,1.8217577934265137
1757933095.3441765,199,1.675367832183838
1757933095.3888624,202,1.73098886013031
1757933095.4142208,203,1.6243858337402344
1757933095.43081,204,1.612682819366455
1757933095.458809,205,1.6168582439422607
1757933095.493477,207,1.855047345161438
1757933095.5812306,211,1.6643544435501099
1757933095.614111,213,1.5772472620010376
1757933095.6554213,215,1.875599980354309
1757933095.7360363,220,1.6904480457305908
1757933095.7527084,221,1.6490693092346191
1757933095.8091295,224,1.5894213914871216
1757933095.8943348,229,1.5619440078735352
1757933096.1411543,244,1.8938809633255005
1757933096.154558,245,1.5956392288208008
1757933096.1719897,246,1.551156759262085
1757933096.3887975,258,1.7060582637786865
1757933096.4085326,259,1.6675500869750977
1757933096.4257543,260,1.5585459470748901
1757933096.6373677,271,1.6798481941223145
1757933096.7121637,274,1.7582793235778809
1757933096.7489896,276,1.6598085165023804
1757933096.78093,278,1.5821465253829956
1757933096.851406,282,1.6941648721694946
1757933096.8976982,285,1.6302642822265625
1757933096.9534092,288,1.658244013786316
1757933096.9874978,290,1.5942120552062988
1757933097.0699494,295,1.6219075918197632
1757933097.1061628,297,1.725064754486084
1757933097.127522,298,1.5722081661224365
1757933097.2721307,306,1.4085500240325928
1757933097.3056734,308,1.6926401853561401
1757933097.3835008,312,1.547576904296875
1757933097.466296,316,1.5125187635421753
1757933097.506248,318,1.6328507661819458
1757933097.515029,319,1.733088731765747
1757933097.5928938,322,1.620374321937561
1757933097.8726203,337,1.496755838394165
1757933097.8983996,338,1.640170693397522
1757933097.9758334,343,1.551182508468628
1757933098.0067022,345,1.6006407737731934
1757933098.0345376,346,1.6164919137954712
1757933098.1304748,352,1.3954592943191528
1757933098.1641955,354,1.425680160522461
1757933098.2269607,358,1.5187921524047852
1757933098.3346636,364,1.659332275390625
1757933098.3423405,365,1.5058715343475342
1757933098.3738813,366,1.4359251260757446
1757933098.3820755,367,1.5406569242477417
1757933098.5849462,378,1.6400278806686401
1757933098.7225993,386,1.3437196016311646
1757933098.7737238,390,1.653975248336792
1757933098.9157112,392,1.443241000175476
1757933098.998931,397,1.5399208068847656
1757933099.0708764,402,1.564257264137268
1757933099.1030214,404,1.747471570968628
1757933099.2145429,409,1.498798131942749
1757933099.287682,414,1.5839526653289795
