Wall time,Step,Value
1757928273.5897589,4,2.3074653148651123
1757928271.2760415,14,2.3093109130859375
1757928271.3014715,15,2.305429697036743
1757928271.3629577,18,2.297466993331909
1757928271.3889563,19,2.3029890060424805
1757928271.456855,22,2.3056447505950928
1757928271.5506842,26,2.294924736022949
1757928271.5641224,27,2.301302194595337
1757928271.7971346,40,2.2986929416656494
1757928271.9099202,47,2.3015170097351074
1757928271.9408717,48,2.298375129699707
1757928271.9534218,49,2.300389051437378
1757928272.0572839,54,2.295728921890259
1757928272.2115874,62,2.2926743030548096
1757928272.2187886,63,2.2961506843566895
1757928272.2903733,66,2.287649154663086
1757928272.296976,67,2.288785219192505
1757928272.3613665,70,2.285067558288574
1757928272.372657,71,2.2833309173583984
1757928272.5003088,77,2.2809319496154785
1757928272.611775,82,2.2526845932006836
1757928272.7480257,89,2.260126829147339
1757928272.9465432,99,2.156571388244629
1757928273.0334492,103,2.1591501235961914
1757928273.0996528,106,2.1680216789245605
1757928273.106084,107,2.1886298656463623
1757928273.3090053,116,2.103790521621704
1757928273.4120836,121,2.107780694961548
1757928273.4939976,125,2.068424940109253
1757928273.5259528,126,2.0781219005584717
1757928273.572656,128,2.035367012023926
1757928273.6102858,130,2.058011531829834
1757928273.7390053,136,2.0926170349121094
1757928273.745846,137,2.139711618423462
1757928273.8995154,144,1.9603761434555054
1757928273.9497938,146,2.037083625793457
1757928273.959149,147,1.9546149969100952
1757928274.0369503,150,2.0935566425323486
1757928274.1550322,157,2.0851287841796875
1757928274.2329955,160,2.0035693645477295
1757928274.2806726,162,1.9922860860824585
1757928274.3242373,164,2.0164926052093506
1757928274.452214,171,1.9876919984817505
1757928274.4818325,172,2.006476640701294
1757928274.5639167,177,1.9503023624420166
1757928274.7160358,184,1.9173221588134766
1757928274.7245305,185,1.8714804649353027
1757928274.750006,186,1.8555421829223633
1757928274.8218365,190,1.9435395002365112
1757928274.833469,191,1.9361016750335693
1757928274.8554,192,1.883760690689087
1757928274.9800613,199,1.853152871131897
1757928275.0580487,202,1.7815147638320923
1757928275.0654194,203,1.9835352897644043
1757928275.1010575,204,1.7547751665115356
1757928275.1088178,205,1.9319090843200684
1757928275.1502318,207,1.9884114265441895
1757928275.2432282,211,1.8082860708236694
1757928275.2838116,213,1.803126335144043
1757928275.3335903,215,1.7501167058944702
1757928275.4300568,220,1.918697714805603
1757928275.4373496,221,1.859397053718567
1757928275.5009823,224,1.8927421569824219
1757928275.6169493,229,1.9069907665252686
1757928275.9501941,244,1.9944849014282227
1757928275.960968,245,1.7876816987991333
1757928275.993045,246,1.8058230876922607
1757928276.260286,258,1.7692844867706299
1757928276.2678225,259,1.7873096466064453
1757928276.3011827,260,1.7878180742263794
1757928276.547093,271,1.8229081630706787
1757928276.6205542,274,1.710067629814148
1757928276.659289,276,1.8042631149291992
1757928276.6922581,278,1.8199710845947266
1757928276.7655118,282,1.6616371870040894
1757928276.803508,285,1.7237836122512817
1757928276.8742065,288,1.7312073707580566
1757928276.909429,290,1.7575039863586426
1757928276.9976144,295,1.770561933517456
1757928277.04262,297,1.842144250869751
1757928277.0675848,298,1.8458352088928223
1757928277.2082345,306,1.750781774520874
1757928277.2381532,308,1.7324758768081665
1757928277.3060782,312,1.657711386680603
1757928277.3718827,316,1.699366569519043
1757928277.4079525,318,1.919620394706726
1757928277.4153101,319,1.6449737548828125
1757928277.475152,322,1.8104013204574585
1757928277.7652593,337,1.6447144746780396
1757928277.8100243,338,1.6503549814224243
1757928277.9116387,343,1.5638467073440552
1757928277.940575,345,1.4577611684799194
1757928277.9757822,346,1.6048142910003662
1757928278.0985355,352,1.6639328002929688
1757928278.1377473,354,1.7107901573181152
1757928278.2244508,358,1.6122394800186157
1757928278.3433223,364,1.5563979148864746
1757928278.3495028,365,1.7552266120910645
1757928278.3770409,366,1.7700344324111938
1757928278.3838336,367,1.5319035053253174
1757928278.6312325,378,1.6225512027740479
1757928278.7935398,386,1.6894731521606445
1757928278.8601196,390,1.4882981777191162
1757928279.0006502,392,1.659940481185913
1757928279.0882537,397,1.7458006143569946
1757928279.1626399,402,1.4228019714355469
1757928279.2008543,404,1.678561806678772
1757928279.2943342,409,1.6208019256591797
1757928279.3985856,414,1.6312437057495117
1757928279.4306915,415,1.619756817817688
1757928279.5557775,421,1.678013801574707
1757928279.562244,422,1.4521005153656006
1757928279.645399,426,1.585385799407959
1757928279.8299024,436,1.5369969606399536
1757928279.8612645,437,1.6163322925567627
1757928279.902868,439,1.6157786846160889
1757928280.0000765,443,1.5149714946746826
1757928280.007839,444,1.5573043823242188
1757928280.0384657,446,1.5853097438812256
1757928280.1217573,450,1.6032193899154663
1757928280.1599598,452,1.3921313285827637
1757928280.2443836,456,1.5773460865020752
1757928280.3571334,461,1.4889154434204102
1757928280.4176762,465,1.5597325563430786
1757928280.4235384,466,1.4874094724655151
1757928280.473877,468,1.4574408531188965
1757928280.5123487,470,1.5813899040222168
1757928280.5932703,474,1.527287244796753
1757928280.6343014,475,1.485565423965454
1757928280.7111766,480,1.6865991353988647
1757928280.7414882,481,1.548582673072815
1757928280.8440638,487,1.6619539260864258
1757928280.8863914,489,1.6484345197677612
1757928280.980688,494,1.6541908979415894
1757928281.053553,498,1.7411446571350098
1757928281.2809951,509,1.5359022617340088
1757928281.2886343,510,1.7056925296783447
1757928281.3158474,511,1.5628151893615723
1757928281.3310165,512,1.5943188667297363
1757928281.3611894,513,1.3493558168411255
1757928281.368643,514,1.4395724534988403
1757928281.4353523,517,1.584238886833191
1757928281.447447,518,1.3706114292144775
1757928281.4838424,519,1.4264055490493774
1757928281.767571,533,1.6275938749313354
1757928281.7814527,534,1.5772587060928345
1757928281.8104167,536,1.610480785369873
1757928281.83399,537,1.5293527841567993
1757928281.8469074,538,1.468698501586914
1757928281.8761063,540,1.6359437704086304
1757928281.9070623,542,1.4339570999145508
1757928281.9420042,544,1.6723613739013672
1757928281.9779787,546,1.4367140531539917
1757928282.0735514,550,1.6698672771453857
1757928282.1233933,552,1.8276444673538208
1757928282.2042396,556,1.4781550168991089
1757928282.3181763,562,1.5138746500015259
1757928282.3493843,564,1.5709062814712524
1757928282.4240015,568,1.3183540105819702
1757928282.509013,573,1.4901721477508545
1757928282.709617,584,1.4590094089508057
1757928282.7197917,585,1.5099703073501587
1757928282.7828171,588,1.6888025999069214
1757928282.8235857,590,1.6511237621307373
1757928282.8337033,591,1.6134228706359863
1757928282.9058552,594,1.5188214778900146
1757928282.9360955,596,1.3930913209915161
1757928283.0585737,603,1.6311355829238892
1757928283.158415,608,1.6069267988204956
1757928283.260645,613,1.3885923624038696
1757928283.2833784,614,1.6033908128738403
1757928283.32531,616,1.613034963607788
1757928283.4525638,622,1.5953713655471802
1757928283.4620306,623,1.4431953430175781
1757928283.5234447,626,1.5516365766525269
1757928283.5653825,628,1.5251421928405762
1757928283.5755324,629,1.3949127197265625
1757928283.6632433,633,1.5436530113220215
1757928283.7385895,637,1.3829957246780396
1757928283.8455532,643,1.415643334388733
1757928283.87514,644,1.5128065347671509
1757928283.973647,649,1.495385766029358
1757928284.018809,651,1.4658784866333008
1757928284.0867326,655,1.365025281906128
1757928284.1546338,658,1.492005467414856
1757928284.2035863,660,1.5316020250320435
1757928284.334239,667,1.5316680669784546
1757928284.4023643,670,1.3523701429367065
1757928284.4820716,675,1.4259347915649414
1757928284.5082824,676,1.4217246770858765
1757928284.5848513,680,1.4955923557281494
1757928284.6777186,684,1.2551532983779907
1757928284.838476,692,1.495803952217102
1757928284.8736763,694,1.3368659019470215
1757928284.91868,696,1.4508984088897705
1757928284.9280565,697,1.4754037857055664
1757928285.0412562,702,1.3312753438949585
1757928285.2445292,710,1.5408008098602295
1757928285.343262,715,1.3343961238861084
1757928285.3791933,717,1.4069653749465942
1757928285.4646223,720,1.4091358184814453
1757928285.4758105,721,1.605536937713623
1757928285.5205393,723,1.3358830213546753
1757928285.5631785,725,1.5726991891860962
1757928285.5997622,726,1.5284817218780518
1757928285.656207,728,1.3727049827575684
1757928285.6670961,729,1.4502694606781006
1757928285.706046,731,1.4662878513336182
1757928285.7384973,732,1.3788917064666748
1757928285.7481484,733,1.5200262069702148
1757928285.8574219,738,1.6276963949203491
1757928285.9800315,744,1.3433890342712402
1757928286.382976,764,1.550786018371582
1757928286.4133725,765,1.3898721933364868
1757928286.56892,772,1.485464096069336
1757928286.6297247,775,1.3915536403656006
1757928286.658634,776,1.404671311378479
1757928286.7017925,778,1.4648436307907104
1757928286.7342718,780,1.3916407823562622
1757928286.8588254,782,1.3720333576202393
1757928286.9520404,788,1.459721565246582
1757928287.2735946,804,1.5410548448562622
1757928287.2953923,805,1.4224485158920288
1757928287.3413303,807,1.6773933172225952
1757928287.3949265,810,1.4915491342544556
1757928287.5493038,818,1.4374146461486816
1757928287.5625103,819,1.3681132793426514
1757928287.7634995,828,1.3970524072647095
1757928287.842535,832,1.2425051927566528
1757928287.857477,833,1.4128772020339966
1757928287.8936818,835,1.257272481918335
1757928287.9159412,836,1.363637089729309
1757928287.97899,839,1.4420212507247925
1757928288.0092378,840,1.3905726671218872
1757928288.0577154,843,1.4212034940719604
1757928288.100766,845,1.57426118850708
1757928288.2226593,851,1.4705406427383423
1757928288.3481073,857,1.2772138118743896
1757928288.4158707,860,1.3202093839645386
1757928288.4715884,862,1.4305274486541748
1757928288.55898,866,1.3646657466888428
1757928288.652388,870,1.4726604223251343
1757928288.6681726,871,1.3724722862243652
1757928288.9389682,884,1.2040024995803833
1757928288.9767275,886,1.3299932479858398
1757928289.0860093,892,1.1417014598846436
1757928289.147736,895,1.4485987424850464
1757928289.1834316,897,1.2700663805007935
1757928289.2626517,901,1.3599268198013306
1757928289.2778435,902,1.595280647277832
1757928289.3990865,908,1.252239465713501
1757928289.4518502,910,1.3948239088058472
1757928289.4619992,911,1.2532352209091187
1757928289.5941665,918,1.2654742002487183
1757928289.638606,921,1.4572761058807373
1757928289.7983887,928,1.2400236129760742
1757928289.8361616,930,1.2208679914474487
1757928289.848598,931,1.3562655448913574
1757928289.8697226,932,1.303068995475769
1757928290.0573983,942,1.3766745328903198
1757928290.1856322,949,1.1394728422164917
1757928290.257262,952,1.3494282960891724
1757928290.3228767,955,1.4417542219161987
1757928290.4872792,963,1.262770175933838
1757928290.80466,978,1.1766154766082764
1757928290.8145335,979,1.3779796361923218
1757928290.8914368,982,1.3730700016021729
1757928290.9663424,986,1.4373146295547485
1757928291.0619514,990,1.2188165187835693
1757928291.1057086,992,1.148833990097046
1757928291.1352217,994,1.233776569366455
1757928291.2275732,999,1.5291880369186401
1757928291.2965028,1002,1.6466405391693115
1757928291.3086617,1003,1.3927435874938965
1757928291.3422272,1004,1.3848323822021484
1757928291.3877718,1006,1.2428227663040161
1757928291.5379295,1013,1.281424880027771
1757928291.5743828,1015,1.2231566905975342
1757928291.7283835,1022,1.1451098918914795
1757928291.807141,1026,1.7880566120147705
1757928291.8487005,1028,1.3345255851745605
1757928291.9842138,1035,1.3119659423828125
1757928292.0052078,1036,1.3442033529281616
1757928292.0166223,1037,1.3234111070632935
1757928292.1527452,1043,1.259419560432434
1757928292.2279456,1046,1.4547340869903564
1757928292.3957648,1056,1.4411088228225708
1757928292.4303057,1058,1.2952073812484741
1757928292.4666388,1060,1.2085506916046143
1757928292.4956043,1062,1.299997329711914
1757928292.647439,1070,1.1828852891921997
1757928292.6600027,1071,1.2338496446609497
1757928292.695492,1072,1.3381577730178833
1757928292.7066417,1073,1.456086277961731
1757928292.7855122,1077,1.3801298141479492
1757928292.8684056,1080,1.3299611806869507
1757928292.9958465,1086,1.2866448163986206
1757928293.0074258,1087,1.243216633796692
1757928293.2563415,1098,1.2173885107040405
1757928293.343329,1102,1.3111965656280518
1757928293.384108,1104,1.2420742511749268
1757928293.438776,1107,1.3626282215118408
1757928293.4716406,1109,1.1705050468444824
1757928293.507696,1111,1.2246549129486084
1757928293.5847158,1114,1.4423125982284546
1757928293.7206707,1121,1.4613590240478516
1757928293.7433155,1122,1.2602289915084839
1757928293.7910717,1125,1.30595862865448
1757928293.81966,1126,1.2193152904510498
1757928293.8675115,1129,1.1742534637451172
1757928293.9338458,1132,1.3839234113693237
1757928293.978266,1134,1.183437705039978
1757928294.0719697,1139,1.2129175662994385
1757928294.2380188,1146,1.2956558465957642
1757928294.3207412,1151,1.3063856363296509
1757928294.343356,1152,1.2903846502304077
1757928294.5321891,1162,1.1829125881195068
1757928294.5722349,1164,1.348777174949646
1757928294.6303213,1167,1.3125810623168945
1757928294.8759854,1174,1.2736965417861938
1757928294.910937,1176,1.2096824645996094
1757928294.9309947,1177,1.1599732637405396
1757928295.025892,1182,1.2526016235351562
1757928295.0657935,1184,1.255413293838501
1757928295.152644,1189,1.2923752069473267
1757928295.2302456,1193,1.142569899559021
1757928295.2422738,1194,1.2245187759399414
1757928295.3086498,1197,1.1570802927017212
1757928295.4770272,1206,1.2114717960357666
1757928295.6412451,1214,1.330155611038208
1757928295.74269,1218,1.4014586210250854
1757928295.8425162,1223,1.2916709184646606
1757928295.875194,1225,1.2618974447250366
1757928295.952529,1229,1.1438173055648804
1757928296.251681,1244,1.1552599668502808
1757928296.294917,1246,1.18415105342865
1757928296.3660734,1250,1.306002140045166
1757928296.3949862,1251,1.2399280071258545
1757928296.4171627,1252,1.3128384351730347
1757928296.463434,1254,1.2692891359329224
1757928296.5142705,1257,1.2382378578186035
1757928296.5641782,1260,1.34447181224823
1757928296.5866215,1261,1.2573575973510742
1757928296.7187777,1267,1.3383324146270752
1757928296.7831414,1271,1.401798963546753
1757928296.8760262,1276,1.4566707611083984
1757928296.9130363,1278,1.2443054914474487
1757928296.9864655,1282,1.1848716735839844
1757928297.0520887,1285,1.1355808973312378
1757928297.170218,1290,1.3445817232131958
1757928297.227859,1293,1.1304908990859985
1757928297.3464777,1298,1.521618127822876
1757928297.359407,1299,1.1651312112808228
1757928297.4242647,1302,1.2266136407852173
1757928297.5063128,1306,1.1605308055877686
1757928297.5717533,1310,1.1648536920547485
1757928297.673066,1315,1.322948694229126
1757928297.8329523,1322,1.2115305662155151
1757928297.8766344,1325,1.143996000289917
1757928297.91055,1326,1.1480050086975098
1757928298.094027,1335,1.3011126518249512
1757928298.335367,1345,1.2413324117660522
1757928298.4100165,1348,1.0630427598953247
1757928298.5333695,1354,1.1294084787368774
1757928298.6385963,1360,1.1668034791946411
1757928298.7318459,1364,1.2567267417907715
1757928298.8143792,1368,1.210160493850708
1757928298.952556,1375,1.1378209590911865
1757928298.9776545,1376,1.2340073585510254
1757928299.0761607,1380,1.1640905141830444
1757928299.1836362,1386,1.2463641166687012
1757928299.2728949,1390,1.2432358264923096
1757928299.3282557,1393,1.170677900314331
1757928299.396104,1397,1.108211874961853
1757928299.7722204,1417,1.2964363098144531
1757928299.8433015,1421,1.2795929908752441
1757928300.0361097,1431,1.0985432863235474
1757928300.1277373,1436,1.3507227897644043
1757928300.1612756,1438,1.2707855701446533
1757928300.173228,1439,1.183558464050293
1757928300.2046814,1440,1.3180500268936157
1757928300.2172892,1441,1.073243498802185
1757928300.3763864,1449,1.3765822649002075
1757928300.530419,1457,1.3510291576385498
1757928300.5483136,1458,1.2304916381835938
1757928300.5908072,1460,1.270712971687317
1757928300.609219,1461,1.1998127698898315
1757928300.8605015,1473,1.3190940618515015
1757928300.8744977,1474,1.2426246404647827
1757928300.917544,1476,1.083891749382019
1757928301.149044,1487,1.2553770542144775
1757928301.2172594,1490,1.1040775775909424
1757928301.294272,1494,1.2676695585250854
1757928301.3748279,1498,1.0215909481048584
1757928301.4730532,1502,1.052109956741333
1757928301.590864,1509,1.174177646636963
1757928301.6099875,1510,1.0330026149749756
1757928301.6273553,1511,1.0775831937789917
1757928301.6731663,1513,1.1983407735824585
1757928301.722322,1516,1.271086573600769
1757928301.9331374,1528,1.1659610271453857
1757928302.0504582,1534,1.0112998485565186
1757928302.1060143,1537,1.2800042629241943
1757928302.121436,1538,1.0909693241119385
1757928302.1676738,1541,1.3118338584899902
1757928302.3013878,1548,1.132440209388733
1757928302.373032,1551,1.2878835201263428
1757928302.3836434,1552,1.0974563360214233
1757928302.59113,1562,1.2544221878051758
1757928302.7420197,1565,1.088995099067688
1757928302.765525,1566,1.1292407512664795
1757928302.807594,1568,1.234787106513977
1757928302.8880913,1572,1.304669737815857
1757928302.9022763,1573,1.1710736751556396
1757928302.9708993,1576,0.9422664642333984
1757928303.0468152,1580,0.9317220449447632
1757928303.1401443,1585,1.118416428565979
1757928303.3454015,1595,1.095424771308899
1757928303.374788,1596,1.328492283821106
1757928303.4822927,1601,1.1581337451934814
1757928303.5306323,1603,1.1133226156234741
1757928301.1895142,1611,1.073763370513916
1757928301.5143073,1627,0.9948415160179138
1757928301.6675315,1635,1.1555109024047852
1757928301.7092676,1637,1.2031697034835815
1757928301.7767854,1640,1.1398723125457764
1757928301.8896115,1646,1.0797897577285767
1757928301.900373,1647,1.3112713098526
1757928302.041051,1654,1.2055681943893433
1757928302.1936913,1662,1.2417947053909302
1757928302.2930467,1666,1.1418483257293701
1757928302.3663745,1670,1.1312098503112793
1757928302.4459822,1674,1.1533849239349365
1757928302.5027313,1677,1.2657650709152222
1757928302.5436132,1679,1.0954495668411255
1757928302.6584644,1685,1.1463285684585571
1757928302.6824727,1686,1.0136784315109253
1757928302.6958773,1687,1.2481493949890137
1757928302.722818,1688,1.2002688646316528
1757928302.8460708,1694,0.9983031153678894
1757928302.8575954,1695,1.3600938320159912
1757928302.998102,1702,1.3029693365097046
1757928303.039775,1704,1.2162996530532837
1757928303.1022596,1707,1.1536632776260376
1757928303.1449196,1709,1.3216259479522705
1757928303.1720378,1710,1.1709738969802856
1757928303.1846914,1711,1.1393083333969116
1757928303.347833,1718,1.2085299491882324
1757928303.4328868,1722,1.220779299736023
1757928303.4461226,1723,1.060103416442871
1757928303.4889004,1725,1.1265299320220947
1757928303.610447,1730,1.0406235456466675
1757928303.7947032,1738,1.1448251008987427
1757928303.808942,1739,1.29525887966156
1757928303.8881698,1743,1.1332966089248657
1757928303.9321148,1745,1.2392363548278809
1757928304.0953147,1753,1.2825168371200562
1757928304.1303124,1754,1.2028132677078247
1757928304.3353498,1765,1.1376326084136963
1757928304.5178182,1775,1.098169207572937
1757928304.562455,1777,1.3769760131835938
1757928304.6256616,1780,1.1293017864227295
1757928304.6923873,1784,1.2170313596725464
1757928304.7035077,1785,1.2370821237564087
1757928304.7322433,1786,0.9376067519187927
1757928304.7857203,1789,1.0505781173706055
1757928304.841789,1792,1.1529699563980103
1757928304.9235275,1796,1.2813318967819214
1757928304.996258,1800,1.1589356660842896
1757928305.3842478,1819,0.9845717549324036
1757928305.4719858,1823,0.9652093052864075
1757928305.5584936,1827,1.1739670038223267
1757928305.630271,1830,1.341475486755371
1757928305.665195,1832,1.1491466760635376
1757928305.7554064,1836,1.0275524854660034
1757928305.7955306,1838,1.2556698322296143
1757928305.9590003,1847,1.0929455757141113
1757928306.048345,1851,1.1928426027297974
1757928306.2455666,1860,1.179791808128357
1757928306.355971,1865,1.0550882816314697
1757928306.392412,1866,1.1623022556304932
1757928306.4091558,1867,1.3227708339691162
1757928306.6740863,1880,1.2194327116012573
1757928306.7531767,1883,1.144164800643921
1757928306.8122723,1886,1.1954904794692993
1757928306.8429422,1888,1.0499567985534668
1757928306.992497,1895,1.183395266532898
1757928307.06773,1899,1.1071258783340454
1757928307.1162171,1902,1.1144219636917114
1757928307.2365453,1908,1.0340408086776733
1757928307.2723732,1909,1.0573294162750244
1757928307.2876747,1910,0.9569488167762756
